    4.2857142857E-01    1.0094846917E+00    4.0039791082E-03    3.4767179989E-03    8.2988745865E-02
    8.5714285714E-01    1.0189543476E+00    4.0079138223E-03    3.4698949098E-03    8.3733025819E-02
    1.2857142857E+00    1.0284093226E+00    4.0118064571E-03    3.4631645349E-03    8.4475853617E-02
    1.7142857143E+00    1.0378498205E+00    4.0156579178E-03    3.4565246040E-03    8.5217248882E-02
    2.1428571429E+00    1.0472760396E+00    4.0194690810E-03    3.4499729257E-03    8.5957230760E-02
    2.5714285714E+00    1.0566881736E+00    4.0232407955E-03    3.4435073851E-03    8.6695817936E-02
    3.0000000000E+00    1.0660864113E+00    4.0269738832E-03    3.4371259398E-03    8.7433028650E-02
    3.4285714286E+00    1.0754709372E+00    4.0306691405E-03    3.4308266172E-03    8.8168880709E-02
    3.8571428571E+00    1.0848419311E+00    4.0343273391E-03    3.4246075112E-03    8.8903391509E-02
    4.2857142857E+00    1.0941995687E+00    4.0379492272E-03    3.4184667789E-03    8.9636578040E-02
    4.7142857143E+00    1.1035440215E+00    4.0415355305E-03    3.4124026386E-03    9.0368456906E-02
    5.1428571429E+00    1.1128754572E+00    4.0450869528E-03    3.4064133667E-03    9.1099044335E-02
    5.5714285714E+00    1.1221940395E+00    4.0486041771E-03    3.4004972953E-03    9.1828356192E-02
    6.0000000000E+00    1.1314999285E+00    4.0520878666E-03    3.3946528098E-03    9.2556407989E-02
    6.4285714286E+00    1.1407932805E+00    4.0555386650E-03    3.3888783469E-03    9.3283214898E-02
    6.8571428571E+00    1.1500742486E+00    4.0589571975E-03    3.3831723925E-03    9.4008791763E-02
    7.2857142857E+00    1.1593429823E+00    4.0623440717E-03    3.3775334794E-03    9.4733153107E-02
    7.7142857143E+00    1.1685996280E+00    4.0656998779E-03    3.3719601855E-03    9.5456313142E-02
    8.1428571429E+00    1.1778443290E+00    4.0690251900E-03    3.3664511322E-03    9.6178285783E-02
    8.5714285714E+00    1.1870752771E+00    4.0723044605E-03    3.3610315674E-03    9.6899087501E-02
    9.0000000000E+00    1.1962965779E+00    4.0755705898E-03    3.3556467190E-03    9.7618731603E-02
    9.4285714286E+00    1.2055063536E+00    4.0788079235E-03    3.3503221058E-03    9.8337228263E-02
    9.8571428571E+00    1.2147047263E+00    4.0820169013E-03    3.3450566286E-03    9.9054590270E-02
    1.0285714286E+01    1.2238918249E+00    4.0851980231E-03    3.3398491016E-03    9.9770830170E-02
    1.0714285714E+01    1.2330677754E+00    4.0883517758E-03    3.3346983729E-03    1.0048596026E-01
    1.1142857143E+01    1.2422327016E+00    4.0914786337E-03    3.3296033232E-03    1.0119999258E-01
    1.1571428571E+01    1.2513867246E+00    4.0945790586E-03    3.3245628652E-03    1.0191293896E-01
